Location,Observation Time,Temperature (°C),Feels Like (°C),Humidity (%),Wind Speed (kph),Weather Condition,Cloud Cover (%),Pressure (mb),UV Index,Visibility (km)
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
New York,4/5/2024 14:15,8.3,4.5,40,29.9,Partly cloudy,75,1003,2,16
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
London,4/5/2024 19:30,15,13.8,67,24.1,Partly cloudy,75,1006,3,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
Tokyo,4/6/2024 3:30,10,8.1,76,20.2,Light rain,75,1021,1,10
