Location,Observation Time,Temperature (°C),Feels Like (°C),Humidity (%),Wind Speed (kph),Weather Condition,Cloud Cover (%),Pressure (mb),UV Index,Visibility (km)
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
Hong Kong,4/6/2024 2:30,25,27.8,79,29.9,Partly cloudy,50,1012,1,10
